original_question,pii,substitutes,original_answer
"Steve wanted to make a total of $100 within four days, so he took on a berry-picking job in Sweden. The job paid $2 for every pound of lingonberries picked. On Monday he picked 8 pounds. Tuesday’s harvest was triple what he had picked the previous day. On Wednesday he felt very tired and decided to rest. How many pounds of lingonberries did Steve have to pick on Thursday?",Steve,James||Mohammed||Wei||Arjun||Mateo||Kwame||Dmitri||Hiroshi||Liam||Kofi||Santiago||Ravi||Tariq||Emeka||Soren,"On Monday, Steve was paid 8 * 2 = <<8*2=16>>16 dollars
Tuesday’s harvest was 3 * 8 = <<3*8=24>>24 pounds
The 24 pounds Steve picked on Tuesday gave him 24 * 2 = <<24*2=48>>48 dollars
So, the amount Steve earned from the first two days on the job is 16 +48 = <<16+48=64>>64 dollars
Since Steve rested on Wednesday, he made 0 dollars, meaning his earnings were 64 + 0 = <<64+0=64>>64 dollars
The difference between Steve’s earnings and his target is 100 - 64 = <<100-64=36>>36 dollars
Since he was paid 2 dollars for each pound of lingonberries, Steve needed to pick 36/2 = <<36/2=18>>18 pounds
#### 18"
"Pauline will make tacos for dinner. She bought a box of taco shells that cost $5, 4 bell peppers that cost $1.5 each, and 2 pounds of meat that cost $3 per pound.  How much did she spend in all?",Pauline,Emily||Fatima||Mei||Priya||Sofia||Amara||Anastasia||Yuki||Siobhan||Aisha||Valentina||Deepa||Zainab||Ngozi||Astrid,"She spent 4 x $1.5 = $<<4*1.5=6>>6 for the four bell peppers.
She spent 2 x $3 = $<<2*3=6>>6 for the 2 pounds of meat.
So, Pauline spent $5 + $6 + $6 = $<<5+6+6=17>>17 in all.
#### 17"
A package of candy has 3 servings with 120 calories each.  John eats half the package.  How many calories did he eat?,John,James||Mohammed||Wei||Arjun||Mateo||Kwame||Dmitri||Hiroshi||Liam||Kofi||Santiago||Ravi||Tariq||Emeka||Soren,"There were 3*120=<<3*120=360>>360 calories in the package
So he ate 360/2=<<360/2=180>>180 calories
#### 180"
"Bucky earns money each weekend catching and selling fish. He wants to save up for a new video game, which costs $60. Last weekend he earned $35. He can earn $5 from trout and $4 from blue-gill. He caught five fish this Sunday. If 60% were trout, and the rest were blue-gill, how much more does he need to save before he can buy the game?",Bucky,James||Mohammed||Wei||Arjun||Mateo||Kwame||Dmitri||Hiroshi||Liam||Kofi||Santiago||Ravi||Tariq||Emeka||Soren,"He is $25 short for the game because 60 - 35 = <<60-35=25>>25
He caught 3 trout because 5 x .6 = <<5*.6=3>>3
He caught 2 blue-gill because 5 - 3 = <<5-3=2>>2
He earned $15 from the trout because 3 x 5 = <<3*5=15>>15
He earned $8 from the blue-gill because 2 x 4 = <<2*4=8>>8
He earned $23 total because 15 + 8 = <<15+8=23>>23
He is $2 short because 25 - 23 = <<25-23=2>>2
#### 2"
"Rylee is bored and decides to count the number of leaves falling off the tree in her backyard. 7 leaves fall in the first hour. For the second and third hour, the leaves fall at a rate of 4 per hour. What is the average number of leaves which fell per hour?",Rylee,Emily||Fatima||Mei||Priya||Sofia||Amara||Anastasia||Yuki||Siobhan||Aisha||Valentina||Deepa||Zainab||Ngozi||Astrid,"7 leaves fell in the first hour.
4 leaves fell in the second hour.
4 leaves fell in the third hour.
The total number of leaves that fell during the 3 hours is 7 + 4 + 4 = <<7+4+4=15>>15 leaves.
The average number of leaves that fell per hour is 15 leaves / 3 hours = <<15/3=5>>5 leaves per hour.
#### 5"
"Libby is building an igloo in her backyard using bricks of snow. She builds her igloo in rows, using a total of 10 rows of bricks of snow. The bottom half of the igloo has 12 bricks of snow in each row while the top half of the igloo has 8 bricks of snow in each row. How many bricks of snow did Libby use for her igloo?",Libby,Emily||Fatima||Mei||Priya||Sofia||Amara||Anastasia||Yuki||Siobhan||Aisha||Valentina||Deepa||Zainab||Ngozi||Astrid,"In the bottom half of the igloo, there are 10 rows / 2 = <<10/2=5>>5 rows of bricks of snow.
So in the bottom half of the igloo, there are 5 rows * 12 bricks of snow in each row = <<5*12=60>>60 bricks of snow.
In the top half of the igloo, there are 5 rows * 8 bricks of snow in each row = <<5*8=40>>40 bricks of snow.
There is therefore a total of 60 + 40 = <<60+40=100>>100 bricks of snow in the igloo.
#### 100"
"Haruto has tomato plants in his backyard. This year the plants grew 127 tomatoes. Birds had eaten 19 of the tomatoes. He picked the rest. If Haruto gave half of his tomatoes to his friend, how many tomatoes does he have left?",Haruto,James||Mohammed||Wei||Arjun||Mateo||Kwame||Dmitri||Hiroshi||Liam||Kofi||Santiago||Ravi||Tariq||Emeka||Soren,"After the birds ate 19 of the tomatoes Haruto has 127 - 19 = <<127-19=108>>108 tomatoes left.
After giving half of his tomatoes to his friend, Haruto had 108 / 2 = <<108/2=54>>54 tomatoes.
#### 54"
Robin likes to bake cupcakes for friends and to make her puppy North happy. Once Robin ate four cupcakes with chocolate sauce and twice as many cupcakes with buttercream frosting on her own. How many cupcakes did Robin eat?,Robin,Emily||Fatima||Mei||Priya||Sofia||Amara||Anastasia||Yuki||Siobhan||Aisha||Valentina||Deepa||Zainab||Ngozi||Astrid,"Robin ate twice as many buttercream cupcakes as chocolate sauce cupcakes, or 2 * 4 = <<2*4=8>>8.
So in total she ate 4 + 8 = <<4+8=12>>12 cupcakes.
#### 12"
"Maddy's 4th grade class needs to make 1000 Valentine's Day cards to get a pizza party. There are 30 kids in the class. If everyone makes 8, how many more cards will they need to make to get a pizza party?",Maddy,Emily||Fatima||Mei||Priya||Sofia||Amara||Anastasia||Yuki||Siobhan||Aisha||Valentina||Deepa||Zainab||Ngozi||Astrid,"If 30 kids each make 8 cards, they will have made 240 cards because 30*8 = <<30*8=240>>240.
Since 1000-240 = <<1000-240=760>>760, they need to make 760 more cards.
#### 760"
"Jeff spends three times as many hours on the weekend catching up with his Facebook pals as he does working. Monday through Friday, however, he spends four times as many hours working as he does catching up. If he spends 3 hours every day catching up, how many hours does he spend working in an entire week?",Jeff,James||Mohammed||Wei||Arjun||Mateo||Kwame||Dmitri||Hiroshi||Liam||Kofi||Santiago||Ravi||Tariq||Emeka||Soren,"On the weekend, Jeff works 3 / 3 = <<3/3=1>>1 hour each day.
On the weekdays, he spends 4 * 3 = <<4*3=12>>12 hours working each day.
Thus, he spends 2 * 1 + 5 * 12 = <<2*1+5*12=62>>62 hours working each week.
#### 62"
"John worked 8 hours a day every day from the 3rd to the 8th, including the 3rd and not including the 8th.  How many hours did he work?",John,James||Mohammed||Wei||Arjun||Mateo||Kwame||Dmitri||Hiroshi||Liam||Kofi||Santiago||Ravi||Tariq||Emeka||Soren,"He worked for 8-3=<<8-3=5>>5 days
So he worked for 5*8=<<5*8=40>>40 hours
#### 40"
"Makenna is selling candy for her Softball Team. The box contains 25 milk chocolate bars, 25 dark chocolate bars, 25 milk chocolate with almond bars, and 25 white chocolate bars. What is the percentage of each type of chocolate bar?",Makenna,Emily||Fatima||Mei||Priya||Sofia||Amara||Anastasia||Yuki||Siobhan||Aisha||Valentina||Deepa||Zainab||Ngozi||Astrid,"Since there are four types of chocolate bars and each type has 25 bars, the total number of chocolate bars is 25*4=<<25*4=100>>100.
Since there is a total of 100 chocolate bars and four types of chocolate, we divide 100/4=<<100/4=25>>25%.
#### 25"
"To make a cherry pie, Veronica needs 3 pounds of pitted cherries.  There are 80 single cherries in one pound of cherries.   It takes 10 minutes to pit 20 cherries.  How many hours will it take Veronica to pit all the cherries?",Veronica,Emily||Fatima||Mei||Priya||Sofia||Amara||Anastasia||Yuki||Siobhan||Aisha||Valentina||Deepa||Zainab||Ngozi||Astrid,"There are 80 cherries in a pound and she needs 3 pounds to make a pie so she needs 80*3 = <<80*3=240>>240 cherries
It takes her 10 minutes to pit a unit of 20 cherries. She has 240/20 = <<240/20=12>>12 units of cherries to pit
It takes 10 minutes to pit a unit of cherries and she has 12 units so it will take her 10*12 = <<10*12=120>>120 minutes
60 minutes are in 1 hour and it takes her 120 minutes so that’s 120/60 = <<120/60=2>>2 hours
#### 2"
John uses 5 liters of fuel per km to travel. How many liters of fuel should John plan to use if he plans to travel on two trips of 30 km and 20 km?,John,James||Mohammed||Wei||Arjun||Mateo||Kwame||Dmitri||Hiroshi||Liam||Kofi||Santiago||Ravi||Tariq||Emeka||Soren,"The first trip will use 30*5=<<30*5=150>>150 liters of fuel.
The second trip will use 20*5=<<20*5=100>>100 liters of fuel.
The total liters of fuel are 150+100=<<150+100=250>>250 liters.
#### 250"
"John is holding a poker night with his friends and is getting the decks of cards ready before his friends show up. After losing so many cards from various decks, John thinks he needs to count exactly how many cards he has to make sure he has enough full decks for the night. Each deck of cards should hold 52 cards. He finds 3 half-full decks of cards and 3 full decks of cards. As he is arranging them, he realizes that the quality of a lot of the cards is quite poor and decides to throw 34 of the cards in the trash. How many cards does John now have?",John,James||Mohammed||Wei||Arjun||Mateo||Kwame||Dmitri||Hiroshi||Liam||Kofi||Santiago||Ravi||Tariq||Emeka||Soren,"In the full decks, John has a total of 52 cards in a full deck of cards * 3 full decks of cards = <<52*3=156>>156 cards.
A half-full deck of cards contains 52 cards in a full deck of cards / 2 = <<52/2=26>>26 cards.
So from the half-full decks, John has a total of 26 cards * 3 half-full decks = <<26*3=78>>78 cards.
This is a total of 156 cards from full decks + 78 cards from half-full decks = <<156+78=234>>234 cards.
After throwing some in the trash, he now holds a total of 234 cards - 34 trashed cards = <<234-34=200>>200 cards.
#### 200"
"Federal guidelines recommend eating at least 2 cups of vegetables per day. From breakfast on Sunday to the end of the day on Thursday, Sarah has eaten 8 cups. How many cups per day does Sarah need to eat of her vegetables in order to meet her daily minimum requirement for the week?",Sarah,Emily||Fatima||Mei||Priya||Sofia||Amara||Anastasia||Yuki||Siobhan||Aisha||Valentina||Deepa||Zainab||Ngozi||Astrid,"There are 7 days in a week and 2 cups are recommended per day, bringing the total to 7 days * 2 cups/day =<<7*2=14>>14 cups for the week.
Out of the 14 total cups needed for the week, Sarah has already eaten 8, for a total of 14 cups - 8 cups = <<14-8=6>>6 cups left to consume for the week.
Sunday through Thursday equals 5 days that have passed. If there are 7 days in the week then Sarah has 7 days - 5 days = <<7-5=2>>2 days left of the week.
If she needs to eat 6 more cups in the next 2 days then she will have to eat 6 cups / 2 days = <<6/2=3>>3 cups per day over the next two days.
#### 3"
"John pays for a candy bar with 4 quarters, 3 dimes, and a nickel.  He got 4 cents back in change.  How many cents did the candy bar cost?",John,James||Mohammed||Wei||Arjun||Mateo||Kwame||Dmitri||Hiroshi||Liam||Kofi||Santiago||Ravi||Tariq||Emeka||Soren,"The quarters came to 4*25=<<4*25=100>>100 cents
The dimes were worth 3*10=<<3*10=30>>30 cents
The nickel was 5*1=<<5*1=5>>5 cents
So he paid 100+30+5=<<100+30+5=135>>135 cents
Since he got 4 cents as change it cost 135-4=<<135-4=131>>131 cents
#### 131"
"Mike can type 65 words per minute. Due to a minor accident, Mike cannot use his right hand for a while so that his typing speed is now 20 words less per minute. If he is supposed to type a document with 810 words, how many minutes will it take him to finish typing the document?",Mike,James||Mohammed||Wei||Arjun||Mateo||Kwame||Dmitri||Hiroshi||Liam||Kofi||Santiago||Ravi||Tariq||Emeka||Soren,"After the accident, Mike can only type 65 words/minute - 20 words/minute = <<65-20=45>>45 words/minute.
So, he will be able to finish typing the document in 810 words / 45 words/minute = <<810/45=18>>18 minutes.
#### 18"
"Santana has 7 brothers. 3 of them have birthdays in March, 1 of them has a birthday in October, 1 has a birthday in November, and another 2 of them were born in December. If Santana always buys each of her brothers a birthday present and a Christmas present, how many more presents does she have to buy in the second half of the year than the first half of the year?",Santana,Emily||Fatima||Mei||Priya||Sofia||Amara||Anastasia||Yuki||Siobhan||Aisha||Valentina||Deepa||Zainab||Ngozi||Astrid,"Santana has 1 + 1 + 2 = <<1+1+2=4>>4 brothers with birthdays in the second half of the year.
She has 7 brothers - 4 brothers = <<7-4=3>>3 brothers with birthdays in the first half of the year.
Altogether, she has to buy 4 + 7 = <<4+7=11>>11 presents in the second half of the year.
Therefore, she has to buy 11 - 3 = <<11-3=8>>8 more presents in the second half of the year.
#### 8"
"Sandy bought 1 million Safe Moon tokens. She has 4 siblings. She wants to keep half of them to herself and divide the remaining tokens among her siblings. After splitting it up, how many more tokens will she have than any of her siblings?",Sandy,Emily||Fatima||Mei||Priya||Sofia||Amara||Anastasia||Yuki||Siobhan||Aisha||Valentina||Deepa||Zainab||Ngozi||Astrid,"She will keep 1000000 / 2 = <<1000000/2=500000>>500000 Safe Moon tokens for herself.
For the remaining siblings, they will each receive 500000 / 4 = <<500000/4=125000>>125000 tokens.
This means that Sandy will have 500000 - 125000 = <<500000-125000=375000>>375000 tokens more than any of her siblings.
#### 375000"
"Angie is part of a household with shared expenses and contributes $42 a month for necessities. She has a salary of $80 per month. She also pays a share of the household taxes each month. At the end of this month, she had $18 left over. How much did she pay in taxes this month?",Angie,Emily||Fatima||Mei||Priya||Sofia||Amara||Anastasia||Yuki||Siobhan||Aisha||Valentina||Deepa||Zainab||Ngozi||Astrid,"Angie earned 80 and paid 42 for necessities, so she had 80 - 42 = $<<80-42=38>>38 left.
Angie had 18 left after paying taxes, so her share of the taxes was 38- 18 = $20 this month.
#### 20"
"Ali is collecting bottle caps. He has 125 bottle caps. He has red ones and green ones. If he has 50 red caps, what percentage of caps are green?",Ali,James||Mohammed||Wei||Arjun||Mateo||Kwame||Dmitri||Hiroshi||Liam||Kofi||Santiago||Ravi||Tariq||Emeka||Soren,"He has 75 green caps because 125 - 50 = <<125-50=75>>75
The proportion of caps that are green is .6 because 75 / 125 = <<75/125=.6>>.6
The percentage that are green is 60 because .6 x 100% = <<60=60>>60%
#### 60"
John ends up damaging his hearing aids.  He needs to replace both of them.  They cost $2500 each.  Insurance covers 80% of the cost.  How much does he personally have to pay?,John,James||Mohammed||Wei||Arjun||Mateo||Kwame||Dmitri||Hiroshi||Liam||Kofi||Santiago||Ravi||Tariq||Emeka||Soren,"The cost of the hearing aids is $2500 * 2 = $<<2500*2=5000>>5000
So insurance covers $5000 * .8 = $<<5000*.8=4000>>4000
That means it cost him $5000 - $4000 = $<<5000-4000=1000>>1000
#### 1000"
